ID,Workclass,Education,Marital-status,Occupation,Relationship,Race,Sex,Native-country,Age,fnlwgt,Education-num,Capital-gain,Capital-loss,Hours-per-week,label
CLI2043,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,43,122749,9,0,0,55,<=50K
CLI2044,Private,7th-8th,Divorced,Machine-op-inspct,Not-in-family,White,Male,Guatemala,42,317078,9,0,0,40,<=50K
CLI2045,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,White,Male,United-States,48,265295,13,0,0,40,>50K
CLI2046,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,33,236396,9,0,0,35,<=50K
CLI2047,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,33,142383,12,0,0,36,<=50K
CLI2048,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,United-States,67,179285,13,0,0,30,<=50K
CLI2049,Private,11th,Divorced,Other-service,Other-relative,White,Female,United-States,38,188612,10,0,0,45,<=50K
CLI2050,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,41,57924,10,7688,0,50,>50K
CLI2051,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,United-States,47,119199,10,0,0,35,>50K
CLI2052,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Male,United-States,59,120617,9,0,0,40,<=50K
CLI2053,Private,Assoc-voc,Never-married,Sales,Not-in-family,White,Male,United-States,21,275421,10,0,0,40,<=50K
CLI2054,?,HS-grad,Widowed,?,Not-in-family,White,Female,United-States,28,142764,9,0,0,48,<=50K
CLI2055,?,HS-grad,Separated,?,Not-in-family,White,Female,United-States,21,212114,10,0,0,8,<=50K
CLI2056,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,44,173704,13,0,0,40,>50K
CLI2057,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,42,276218,9,0,0,40,>50K
CLI2058,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,36,128516,9,0,0,40,>50K
CLI2059,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,26,35917,10,0,0,50,<=50K
CLI2060,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,South,44,188808,11,0,0,40,>50K
CLI2061,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,22,167868,9,0,0,30,<=50K
CLI2062,Private,HS-grad,Never-married,Sales,Unmarried,Black,Female,United-States,51,120173,11,3103,0,50,>50K
CLI2063,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,69,143849,7,0,0,20,<=50K
CLI2064,Private,Bachelors,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,Mexico,64,342494,9,0,0,40,<=50K
CLI2065,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States,28,98010,10,0,0,40,<=50K
CLI2066,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,25,50053,9,0,0,40,<=50K
CLI2067,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,36,166549,13,0,0,55,>50K
CLI2068,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,60,210064,9,0,0,40,<=50K
CLI2069,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,Black,Male,United-States,31,225053,9,0,0,45,<=50K
CLI2070,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,29,178649,9,0,0,20,<=50K
CLI2071,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,42,125461,13,4650,0,35,<=50K
CLI2072,Private,Assoc-acdm,Never-married,Sales,Not-in-family,Other,Male,United-States,55,52953,9,0,0,40,<=50K
CLI2073,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,62,54878,9,0,0,25,<=50K
CLI2074,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,37,151835,15,0,0,45,>50K
CLI2075,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,29,105598,10,0,0,58,<=50K
CLI2076,Self-emp-not-inc,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,31,397467,9,0,0,40,<=50K
CLI2077,Local-gov,HS-grad,Separated,Protective-serv,Unmarried,Black,Female,United-States,33,249716,9,0,0,45,<=50K
CLI2078,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,United-States,38,229180,13,0,0,40,<=50K
CLI2079,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,42,184682,12,0,0,40,<=50K
CLI2080,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,United-States,53,88506,13,0,0,40,<=50K
CLI2081,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,51,138847,13,0,0,40,>50K
CLI2082,Private,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,United-States,22,223515,13,0,0,20,<=50K
CLI2083,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,32,113838,10,0,0,99,<=50K
CLI2084,Private,Some-college,Never-married,Transport-moving,Not-in-family,White,Male,United-States,37,144322,11,0,0,43,<=50K
CLI2085,Local-gov,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,74,209454,3,0,0,40,<=50K
CLI2086,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,United-States,50,184007,10,0,0,40,<=50K
CLI2087,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,75,239038,10,0,0,16,<=50K
CLI2088,Federal-gov,11th,Widowed,Adm-clerical,Not-in-family,White,Female,United-States,31,259705,9,0,0,40,<=50K
CLI2089,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,46,125892,10,0,0,40,>50K
CLI2090,Private,Some-college,Married-spouse-absent,Adm-clerical,Own-child,White,Female,United-States,20,36235,12,0,0,40,<=50K
CLI2091,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Male,Japan,26,128553,10,0,0,40,<=50K
CLI2092,Private,Bachelors,Divorced,Adm-clerical,Not-in-family,White,Male,United-States,39,189623,13,0,0,60,<=50K
CLI2093,Private,HS-grad,Divorced,Protective-serv,Not-in-family,White,Male,United-States,45,210364,9,15024,0,80,>50K
CLI2094,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,34,177675,10,0,0,50,>50K
CLI2095,Private,HS-grad,Married-spouse-absent,Other-service,Not-in-family,White,Female,France,38,201454,10,0,0,40,<=50K
CLI2096,Local-gov,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,United-States,24,51973,13,0,0,20,<=50K
CLI2097,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,United-States,57,188330,9,0,0,78,<=50K
CLI2098,?,HS-grad,Widowed,?,Not-in-family,White,Female,United-States,21,212780,8,0,0,20,<=50K
CLI2099,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,United-States,40,153238,13,0,1902,32,>50K
CLI2100,Private,Some-college,Divorced,Tech-support,Not-in-family,White,Male,United-States,43,133584,9,0,0,40,<=50K
CLI2101,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,45,179135,9,0,0,40,<=50K
CLI2102,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,United-States,45,263982,10,0,0,40,<=50K
CLI2103,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Female,Cuba,68,116903,11,0,2149,40,<=50K
CLI2104,State-gov,Assoc-acdm,Divorced,Other-service,Not-in-family,White,Female,United-States,33,279524,9,0,0,40,<=50K
CLI2105,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,45,175925,9,0,0,40,<=50K
CLI2106,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,47,186805,9,0,0,35,<=50K
CLI2107,Private,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,United-States,30,340899,15,0,1590,80,<=50K
CLI2108,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,22,190483,10,0,0,48,<=50K
CLI2109,Local-gov,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,44,195881,10,0,0,45,<=50K
CLI2110,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,24,698418,10,0,0,25,<=50K
CLI2111,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,United-States,24,99970,13,0,0,40,<=50K
CLI2112,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,22,141297,10,0,0,40,<=50K
CLI2113,Private,HS-grad,Never-married,Farming-fishing,Own-child,White,Female,United-States,59,354037,15,15024,0,50,>50K
CLI2114,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,61,201965,9,0,0,40,<=50K
CLI2115,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,38,107302,10,0,0,60,>50K
CLI2116,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,Female,United-States,70,148065,10,0,0,4,>50K
CLI2117,Private,Bachelors,Divorced,Sales,Unmarried,White,Male,United-States,21,249957,9,0,0,40,<=50K
CLI2118,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,55,190508,10,0,0,35,<=50K
CLI2119,Local-gov,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,United-States,44,162028,7,0,0,44,<=50K
CLI2120,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,47,36169,14,0,0,60,>50K
CLI2121,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Female,United-States,31,29152,8,0,0,40,<=50K
CLI2122,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,78,184759,4,1797,0,15,<=50K
CLI2123,Local-gov,12th,Never-married,Handlers-cleaners,Unmarried,Black,Female,United-States,50,257933,10,0,0,40,<=50K
CLI2124,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,23,381741,12,0,1721,20,<=50K
CLI2125,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,United-States,60,160339,10,0,0,40,<=50K
CLI2126,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,64,192695,3,0,0,70,<=50K
CLI2127,State-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,United-States,67,36876,9,0,0,55,<=50K
CLI2128,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,38,65466,13,0,0,50,<=50K
CLI2129,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,United-States,23,275818,10,0,1974,40,<=50K
CLI2130,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,57,24127,13,0,0,8,<=50K
CLI2131,?,HS-grad,Married-civ-spouse,?,Not-in-family,White,Female,United-States,19,165289,10,0,0,40,<=50K
CLI2132,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,43,145441,13,0,0,38,>50K
CLI2133,Private,Some-college,Divorced,Sales,Own-child,White,Female,Iran,19,52114,10,0,0,10,<=50K
CLI2134,Private,Some-college,Divorced,Exec-managerial,Other-relative,White,Female,United-States,48,229846,11,0,0,40,<=50K
CLI2135,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,United-States,61,210464,9,0,0,35,<=50K
CLI2136,Private,Bachelors,Never-married,Tech-support,Own-child,White,Male,United-States,30,191571,9,0,0,36,<=50K
CLI2137,Private,Some-college,Never-married,Tech-support,Own-child,White,Male,United-States,44,171424,10,0,2205,35,<=50K
CLI2138,Private,Prof-school,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,33,124052,9,0,0,40,<=50K
CLI2139,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,48,240629,9,0,0,65,<=50K
CLI2140,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,27,131298,6,0,0,48,<=50K
CLI2141,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,19,86150,7,0,0,19,<=50K
CLI2142,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,United-States,50,260579,9,0,0,40,<=50K
CLI2143,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,United-States,20,194630,9,0,0,40,<=50K
CLI2144,Private,11th,Divorced,Sales,Unmarried,White,Female,United-States,40,216237,13,0,0,45,>50K
CLI2145,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,60,308608,9,0,0,50,<=50K
CLI2146,State-gov,12th,Married-civ-spouse,Other-service,Wife,White,Female,United-States,65,144822,5,0,0,45,<=50K
CLI2147,Private,7th-8th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,18,200047,8,0,0,35,<=50K
CLI2148,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,20,181032,10,0,0,40,<=50K
CLI2149,?,Assoc-acdm,Never-married,?,Own-child,White,Male,United-States,56,104996,9,0,0,40,<=50K
CLI2150,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,Columbia,39,167728,13,0,0,40,>50K
CLI2151,Self-emp-not-inc,5th-6th,Married-civ-spouse,Farming-fishing,Husband,White,Male,Canada,22,298489,10,0,0,40,<=50K
CLI2152,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,19,430471,7,0,0,40,<=50K
CLI2153,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,34,127195,10,0,0,40,<=50K
CLI2154,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,United-States,23,117789,13,0,0,40,<=50K
CLI2155,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States,38,247111,9,0,0,40,>50K
CLI2156,State-gov,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,40,271393,12,0,0,40,<=50K
CLI2157,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,50,48358,9,7688,0,40,>50K
CLI2158,?,Some-college,Never-married,?,Own-child,White,Female,United-States,31,87950,11,0,0,40,<=50K
CLI2159,Private,Assoc-voc,Divorced,Other-service,Not-in-family,White,Female,?,34,532379,10,0,0,40,<=50K
CLI2160,Private,HS-grad,Divorced,Adm-clerical,Other-relative,Black,Female,United-States,51,172962,16,0,0,40,>50K
CLI2161,Private,HS-grad,Separated,Other-service,Own-child,White,Female,United-States,36,188834,9,0,0,40,<=50K
CLI2162,Self-emp-not-inc,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,United-States,25,224361,9,0,0,40,<=50K
CLI2163,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,19,530454,9,0,0,50,<=50K
CLI2164,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,United-States,33,226629,10,0,0,35,<=50K
CLI2165,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,63,111963,10,0,0,16,<=50K
CLI2166,Private,11th,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,Philippines,42,367049,14,4650,0,40,<=50K
CLI2167,?,HS-grad,Married-civ-spouse,?,Husband,Black,Male,United-States,51,249339,9,0,0,40,<=50K
CLI2168,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,United-States,22,32921,10,0,0,20,<=50K
CLI2169,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,21,190761,6,0,0,70,<=50K
CLI2170,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,46,253116,13,0,0,40,<=50K
CLI2171,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,54,197481,10,0,0,40,<=50K
CLI2172,Private,12th,Never-married,Adm-clerical,Own-child,White,Male,United-States,17,170320,7,0,0,8,<=50K
CLI2173,Private,Some-college,Never-married,Machine-op-inspct,Own-child,White,Female,United-States,57,35884,9,0,0,40,<=50K
CLI2174,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,27,188519,9,0,0,40,<=50K
CLI2175,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,44,164043,9,0,0,40,<=50K
CLI2176,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,United-States,58,53481,14,0,0,35,<=50K
CLI2177,Private,11th,Never-married,Handlers-cleaners,Own-child,White,Male,United-States,53,22978,14,0,0,50,>50K
CLI2178,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,64,223830,5,0,0,38,<=50K
CLI2179,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,United-States,48,49278,12,0,0,40,<=50K
CLI2180,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,United-States,51,49017,9,0,0,24,<=50K
CLI2181,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,United-States,52,195635,9,0,2051,38,<=50K
CLI2182,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,United-States,66,31362,10,0,0,20,<=50K
CLI2183,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,37,202683,10,0,0,48,>50K
CLI2184,Private,Assoc-voc,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,United-States,41,252058,13,0,0,40,<=50K
CLI2185,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,17,369909,6,0,0,20,<=50K
CLI2186,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,28,149734,9,0,0,52,<=50K
CLI2187,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,43,248094,9,0,0,40,<=50K
CLI2188,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,52,176134,9,0,0,48,<=50K
CLI2189,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,United-States,48,184513,13,0,0,80,>50K
CLI2190,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,United-States,25,182771,10,0,0,40,<=50K
CLI2191,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,60,116707,10,7298,0,40,>50K
CLI2192,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,60,168223,13,0,0,30,<=50K
CLI2193,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,66,186324,13,0,0,5,>50K
CLI2194,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,Male,United-States,33,182556,13,0,0,40,>50K
CLI2195,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,75,35724,9,0,0,8,<=50K
CLI2196,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States,24,109307,9,0,0,45,<=50K
CLI2197,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,United-States,32,227160,10,0,0,40,<=50K
CLI2198,?,11th,Never-married,?,Own-child,White,Female,United-States,43,238530,9,0,0,40,<=50K
CLI2199,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,United-States,47,126204,10,0,0,40,<=50K
CLI2200,Private,HS-grad,Divorced,Sales,Own-child,White,Female,United-States,33,159322,9,0,0,40,<=50K
CLI2201,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,62,140851,9,0,0,40,>50K
CLI2202,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,United-States,20,34568,9,3781,0,35,<=50K
CLI2203,Private,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,United-States,41,134130,9,0,0,60,<=50K
CLI2204,State-gov,9th,Never-married,Adm-clerical,Not-in-family,White,Female,United-States,45,155489,10,0,0,60,>50K
CLI2205,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,United-States,61,168654,9,0,0,40,<=50K
CLI2206,Private,HS-grad,Widowed,Other-service,Not-in-family,White,Female,United-States,44,116632,12,0,0,40,<=50K
CLI2207,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,35,46028,12,0,0,50,<=50K
CLI2208,?,Some-college,Married-civ-spouse,?,Husband,White,Male,United-States,58,331474,9,0,0,20,>50K
CLI2209,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,38,245372,13,7688,0,45,>50K
CLI2210,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,United-States,28,209641,9,0,0,32,<=50K
CLI2211,Private,10th,Never-married,Other-service,Own-child,White,Male,United-States,27,141545,9,0,1902,45,<=50K
CLI2212,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,United-States,40,111020,9,0,0,40,<=50K
CLI2213,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,United-States,18,334427,6,0,0,36,<=50K
CLI2214,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,31,56510,10,0,0,40,<=50K
CLI2215,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,United-States,24,83141,13,0,0,40,<=50K
CLI2216,?,Bachelors,Married-civ-spouse,?,Husband,White,Male,United-States,19,38619,7,0,0,10,<=50K
CLI2217,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,United-States,24,137591,10,0,1762,40,<=50K
CLI2218,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,53,191025,10,0,0,43,<=50K
CLI2219,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,United-States,25,326370,10,0,0,38,<=50K
CLI2220,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,46,216999,13,0,0,55,>50K
CLI2221,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,48,118889,9,2885,0,15,<=50K
CLI2222,?,HS-grad,Widowed,?,Not-in-family,White,Female,United-States,27,41099,10,0,0,50,<=50K
CLI2223,Private,HS-grad,Never-married,Sales,Own-child,White,Male,United-States,20,174063,10,0,0,40,<=50K
CLI2224,?,Some-college,Divorced,?,Not-in-family,White,Male,United-States,34,133861,9,0,0,25,<=50K
CLI2225,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,24,38151,10,0,0,12,<=50K
CLI2226,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,68,214521,15,0,0,16,<=50K
CLI2227,Private,HS-grad,Divorced,Other-service,Unmarried,White,Male,United-States,31,236861,9,0,0,60,<=50K
CLI2228,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,United-States,36,206521,9,0,0,40,<=50K
CLI2229,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,49,79627,10,0,0,40,<=50K
CLI2230,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,United-States,36,107302,14,0,0,60,>50K
CLI2231,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,United-States,31,104509,13,0,0,65,>50K
CLI2232,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Canada,65,316093,15,0,1668,40,<=50K
CLI2233,Private,Assoc-acdm,Never-married,Farming-fishing,Own-child,White,Male,United-States,42,242564,4,0,2205,40,<=50K
CLI2234,Private,Assoc-acdm,Divorced,Other-service,Unmarried,White,Female,United-States,37,49115,14,0,0,60,>50K
CLI2235,Self-emp-not-inc,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,United-States,57,37345,15,0,0,36,>50K
CLI2236,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,30,208068,9,0,0,40,<=50K
CLI2237,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,United-States,31,178623,13,14084,0,60,>50K
CLI2238,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,21,56582,10,0,0,10,<=50K
CLI2239,Private,HS-grad,Separated,Machine-op-inspct,Not-in-family,White,Female,United-States,27,220748,9,0,0,48,<=50K
CLI2240,Private,10th,Never-married,Farming-fishing,Own-child,White,Male,United-States,32,164507,9,0,0,40,<=50K
CLI2241,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,United-States,27,80165,10,0,0,20,<=50K
CLI2242,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,33,94235,15,0,0,42,>50K
CLI2243,Private,11th,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,49,54772,9,3103,0,45,>50K
CLI2244,Private,Some-college,Never-married,Sales,Own-child,White,Male,United-States,26,152035,9,0,0,40,<=50K
CLI2245,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,United-States,24,103064,9,0,0,55,<=50K
CLI2246,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,?,33,118500,10,0,0,40,<=50K
CLI2247,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,54,108933,9,0,0,35,<=50K
CLI2248,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,18,282394,10,0,0,21,<=50K
CLI2249,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,United-States,20,390817,3,0,0,25,<=50K
CLI2250,Private,Some-college,Never-married,Other-service,Own-child,White,Female,United-States,45,101656,6,0,0,40,<=50K
CLI2251,?,HS-grad,Married-civ-spouse,?,Husband,White,Male,United-States,29,370242,10,0,0,40,<=50K
CLI2252,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,United-States,47,45857,9,0,0,40,<=50K
CLI2253,Private,Prof-school,Widowed,Prof-specialty,Unmarried,White,Female,United-States,45,160724,13,0,0,45,>50K
CLI2254,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,50,189183,9,0,0,40,<=50K
CLI2255,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,United-States,22,51985,10,0,0,30,<=50K
CLI2256,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,27,249463,11,0,0,20,<=50K
CLI2257,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,33,251521,13,0,0,50,<=50K
CLI2258,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,United-States,36,745768,10,0,0,40,<=50K
CLI2259,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Male,United-States,64,159938,9,2635,0,24,<=50K
CLI2260,Private,7th-8th,Never-married,Handlers-cleaners,Not-in-family,Black,Male,United-States,23,455361,9,0,0,40,<=50K
CLI2261,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,38,54953,10,0,0,38,<=50K
CLI2262,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,41,163287,9,7688,0,43,>50K
CLI2263,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,Mexico,39,163278,10,2202,0,44,<=50K
CLI2264,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,Black,Female,United-States,46,164733,14,0,0,41,<=50K
CLI2265,State-gov,Some-college,Never-married,Tech-support,Own-child,White,Male,United-States,36,136028,5,0,0,30,<=50K
CLI2266,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,Black,Male,United-States,33,190027,9,0,0,20,<=50K
